ncesID,corpID,corpName,firstDay2122,enrollment2021,maskMandate,maskMandateDate,virtual,virtualDate,vote16Trump,population,acsSchPub,acsSchPrv,acsWhiteNonHisp,acsBlackNonHisp,acsAsianNonHisp,acsHispanic,acsOther,acsBAorMore,upsai
1803510,2395,Fayette County School Corporation,2021-08-04,3277,FALSE,,FALSE,,0.746456252754568,23194,3555,467,22152,550,8,289,195,0.13272099617803,rural
1807950,6600,MSD North Posey Co Schools,2021-08-10,1449,TRUE,2021-09-07,FALSE,,0.728085474506499,9703,1191,480,9481,41,49,44,88,0.219540396010984,rural
1807890,5620,North Miami Community Schools,2021-08-10,860,FALSE,,FALSE,,0.8300373389995,5846,957,107,5585,37,16,92,116,0.114026717557252,rural
1807900,5835,North Montgomery Com Sch Corp,2021-08-10,1831,FALSE,,FALSE,,0.802315110204045,12449,1834,284,11901,72,10,353,113,0.160150891632373,rural
1807920,5945,North Newton School Corp,2021-08-13,1129,FALSE,,FALSE,,0.750529886507587,9067,1543,78,8604,2,0,435,26,0.122932917316693,rural
1807980,6715,North Putnam Community Schools,2021-08-10,1289,FALSE,,FALSE,,0.81104956278666,9906,1468,92,9785,0,18,60,43,0.18659793814433,rural
1808010,7385,North Spencer County Sch Corp,2021-08-11,2071,FALSE,,FALSE,,0.679320718387878,11484,2069,69,10852,25,37,470,100,0.186787596519181,rural
1801770,6825,Randolph Central School Corp,2021-08-11,1373,FALSE,,FALSE,,0.732426335014694,9149,1442,175,8668,99,0,79,303,0.153834212977336,rural
1801890,4145,Clark-Pleasant Community Sch Corp,2021-07-28,6909,TRUE,2021-09-18,FALSE,,0.717091858873554,38667,7288,801,31655,1508,2712,2112,680,0.300292362529537,suburban
1801920,1000,Clarksville Community School Corp,2021-08-05,3443,TRUE,2021-07-01,FALSE,,0.531351904984559,9480,1274,207,7616,476,37,1038,313,0.163585680751174,suburban
1802040,3470,Northwestern School Corp,2021-08-10,1821,FALSE,,FALSE,,0.765806569204377,8623,1641,135,8064,109,0,181,269,0.296627318718381,rural
1802130,1150,Clinton Central School Corporation,2021-08-04,819,FALSE,,FALSE,,0.794420364301161,4965,736,200,4703,15,42,119,86,0.197321428571429,rural
1802160,1160,Clinton Prairie School Corporation,2021-08-05,1212,FALSE,,FALSE,,0.774359248829923,6028,892,213,5775,47,13,171,22,0.175035528185694,rural
1802190,4940,South Central Com School Corp,2021-08-11,930,FALSE,,FALSE,,0.702423039757035,4037,778,130,3903,0,23,109,2,0.204593639575972,rural
1810450,5845,South Montgomery Com Sch Corp,2021-08-11,1647,FALSE,,FALSE,,0.832130437907007,10889,1981,217,10482,13,124,129,141,0.199301169197688,rural
1810470,5995,South Newton School Corp,2021-08-12,835,FALSE,,FALSE,,0.736343062159792,5190,797,57,4667,31,0,463,29,0.113457893311671,rural
1810500,6705,South Putnam Community Schools,2021-08-11,1073,FALSE,,FALSE,,0.82190258026595,9382,1382,54,8042,724,75,252,289,0.112042469963677,rural
1810530,6865,South Ripley Com Sch Corp,2021-08-04,1115,FALSE,,FALSE,,0.811589424984429,7294,1186,117,7116,35,7,13,123,0.150348297213622,rural
1810560,7445,South Spencer County Sch Corp,2021-08-04,1160,FALSE,,FALSE,,0.713334733838301,8963,1501,133,8545,118,32,123,145,0.106495589414595,rural
1810590,8020,South Vermillion Com Sch Corp,2021-08-10,1652,TRUE,2021-09-07,FALSE,,0.654079738086032,11140,1841,50,10801,169,13,50,107,0.158538138291099,rural
1810620,2455,Southeast Fountain School Corp,2021-08-11,1024,FALSE,,FALSE,,0.826893294383742,6859,1112,180,6572,21,0,153,113,0.124684077506318,rural
1809690,4600,Merrillville Community School Corp,2021-08-17,6024,TRUE,2021-07-01,FALSE,,0.291351658270037,47549,7565,1082,20950,16804,744,7420,1631,0.251134689951607,suburban
1803690,4225,Franklin Community School Corp,2021-08-04,4911,TRUE,2021-09-20,FALSE,,0.724362813029737,31839,5374,735,29995,347,193,783,521,0.272924119751459,suburban
1803570,0370,Flat Rock-Hawcreek School Corp,2021-08-05,981,FALSE,,FALSE,,0.7783050930659,5804,960,147,5591,69,3,68,73,0.172923225962703,rural
1803630,0235,Fort Wayne Community Schools,2021-08-16,28460,TRUE,2021-07-01,TRUE,2021-08-26,0.496183694583205,224667,32502,9621,152007,32221,8547,22785,9107,0.250643911703821,suburban
1810640,2100,Southeast Dubois Co Sch Corp,2021-08-11,1250,TRUE,2021-09-07,FALSE,,0.68439194016364,7847,1223,53,7747,7,15,67,11,0.232791674274238,rural
1810650,3005,Hamilton Southeastern Schools,2021-08-04,21760,TRUE,2021-08-16,FALSE,,0.570963978111181,106450,22298,3523,85723,6851,6546,4124,3206,0.634244053317623,suburban
1810680,0815,Lewis Cass Schools,2021-08-06,1336,TRUE,2021-09-09,FALSE,,0.759986950755519,8219,1324,159,7756,21,36,270,136,0.151790486370925,rural
1810710,3115,Southern Hancock Co Com Sch Corp,2021-08-03,3728,TRUE,2021-08-23,FALSE,,0.773120101687913,18244,3104,402,17364,2,174,583,121,0.338574507143427,rural
1810740,6805,Randolph Southern School Corp,2021-08-10,463,FALSE,,FALSE,,0.813792101097435,3133,492,47,2967,34,11,42,79,0.122272727272727,rural
1810770,8425,Southern Wells Com Schools,2021-08-12,830,FALSE,,FALSE,,0.833095991642264,3899,728,68,3709,0,38,55,97,0.154425612052731,rural
1810800,4000,Southwestern-Jefferson Co Con,2021-08-05,1330,FALSE,,FALSE,,0.657476647545065,9343,1386,264,8937,129,11,96,170,0.160913528591353,rural
1810830,7360,Southwestern Con Sch Shelby Co,2021-08-03,554,TRUE,2021-09-14,FALSE,,0.813141332342815,4108,546,70,3983,0,0,44,81,0.133981801066834,rural
1810860,7715,Southwest School Corporation,2021-08-09,1755,TRUE,2021-08-31,FALSE,,0.731452225949264,12258,1743,149,11098,695,71,155,239,0.123739587900044,rural
1810870,2110,Southwest Dubois Co Sch Corp,2021-08-11,1871,TRUE,2021-09-07,FALSE,,0.722235850546647,9672,2153,228,7314,120,170,1993,75,0.167929089443997,rural
1810900,6260,Southwest Parke Com Sch Corp,2021-08-09,1027,FALSE,,FALSE,,0.75222826077748,5295,896,85,4902,20,0,142,231,0.101464713715047,rural
1809600,6080,Rising Sun-Ohio Co Com,2021-08-02,815,FALSE,,FALSE,,0.750069006403649,5874,834,15,5663,23,26,74,88,0.146837177437771,rural
1809630,2645,Rochester Community School Corp,2021-08-03,1751,FALSE,,FALSE,,0.742772769553706,11525,2003,198,10959,95,48,354,69,0.176507537688442,rural
1802880,4670,School City of East Chicago,2021-08-16,3655,TRUE,2021-07-01,FALSE,,0.0736634837932735,28201,5809,562,1894,9836,25,16287,159,0.0911956766494033,urban
1800118,6375,North Central Parke Comm Schl Corp,2021-08-09,1187,FALSE,,FALSE,,0.777968080303963,11141,1307,292,10601,79,0,132,329,0.124699329028991,rural
1808100,3295,North West Hendricks Schools,2021-08-04,1896,TRUE,2021-09-21,FALSE,,0.810328791943062,10412,1791,249,9913,149,49,107,194,0.315345233153452,rural
1808120,2040,Northeast Dubois Co Sch Corp,2021-08-11,839,TRUE,2021-09-07,FALSE,,0.767830527337835,5245,1090,73,5079,65,0,77,24,0.240902255639098,rural
1808130,8515,North White School Corp,2021-08-12,842,TRUE,2021-08-30,FALSE,,0.741320512714315,5813,1010,60,4718,18,6,997,74,0.114652829256239,rural
1811260,6350,Tell City-Troy Twp School Corp,2021-08-03,1379,TRUE,2021-08-12,FALSE,,0.567190806652205,10310,1665,160,9763,142,87,184,134,0.168032217747535,suburban
1811340,7865,Tippecanoe School Corp,2021-08-11,13464,TRUE,2021-08-25,FALSE,,0.539939350667511,100329,14668,2525,78544,4289,8469,6576,2451,0.41800223972389,suburban
1811370,4445,Tippecanoe Valley School Corp,2021-08-13,1797,FALSE,,TRUE,2021-09-07,0.824440853152704,11945,1953,126,10966,17,0,755,207,0.122141060950784,rural
1800008,2980,White River Valley School District,2021-08-05,790,FALSE,,FALSE,,0.809412774409073,5354,811,98,5166,13,39,63,73,0.141595289079229,rural
1800030,0125,MSD Southwest Allen County Schls,2021-08-11,7695,FALSE,,FALSE,,0.636190592147069,41172,6733,2375,35932,1411,1403,1077,1349,0.50411566816978,suburban
1800060,0015,Adams Central Community Schools,2021-08-16,1343,FALSE,,FALSE,,0.857714667207769,9055,1624,887,8569,47,4,411,24,0.1543813872581,rural
1800150,5275,Anderson Community School Corp,2021-07-28,6556,TRUE,2021-08-09,FALSE,,0.547682178422988,69986,8848,1583,54839,8464,552,3562,2569,0.179011079195732,suburban
1800180,5470,Argos Community Schools,2021-08-10,615,FALSE,,FALSE,,0.770318635818097,3623,666,188,3539,10,0,74,0,0.115655233069481,rural
1800210,2435,Attica Consolidated School Corp,2021-08-09,613,FALSE,,FALSE,,0.747030260313371,4656,720,94,4388,0,0,189,79,0.161939615736505,rural
1800240,1600,South Dearborn Community Sch Corp,2021-08-04,2089,FALSE,,FALSE,,0.781089804148762,16803,2448,289,16229,87,66,99,322,0.15078377705897,rural
1800270,3315,Avon Community School Corp,2021-07-29,9970,TRUE,2021-08-24,FALSE,,0.619604046818025,51104,9591,1743,40054,4077,1990,3567,1416,0.412940715984705,suburban
1800330,1315,Barr-Reeve Community Schools Inc,2021-08-11,990,FALSE,,FALSE,,0.888921330957043,5782,607,700,5748,0,0,34,0,0.0740619902120718,rural
1800360,0365,Bartholomew Con School Corp,2021-08-06,11475,TRUE,2021-08-11,FALSE,,0.666579379341483,76656,12085,2512,61598,1198,6101,5504,2255,0.347692723203951,suburban
1800390,6895,Batesville Community School Corp,2021-08-09,2167,FALSE,,FALSE,,0.744604786510526,12238,2144,591,11358,60,252,308,260,0.30442919525889,rural
1800420,2260,Baugo Community Schools,2021-08-12,1867,FALSE,,FALSE,,0.754884148241924,9919,1993,243,8904,147,59,414,395,0.202484472049689,suburban
1800450,5380,Beech Grove City Schools,2021-07-28,3007,TRUE,2021-08-17,FALSE,,0.611816966914592,14623,2447,253,12388,1210,187,657,181,0.188665855636659,suburban
1800480,0395,Benton Community School Corp,2021-08-11,1641,FALSE,,FALSE,,0.7365506347314,10856,1843,266,9959,53,16,510,318,0.209308618590177,rural
1800660,3405,Blue River Valley Schools,2021-08-04,619,FALSE,,FALSE,,0.773814851377675,6989,758,73,5959,435,26,324,245,0.153501701594125,rural
1800570,0515,Blackford County Schools,2021-08-11,1508,FALSE,,FALSE,,0.726486215954584,12013,1885,155,11475,4,87,196,251,0.134658355874397,rural
1800600,2920,Bloomfield School District,2021-08-10,813,FALSE,,FALSE,,0.774443413702216,6865,967,159,6592,46,25,62,140,0.148206855557757,rural
1800630,5740,Monroe County Community Sch Corp,2021-08-04,10483,TRUE,2021-07-01,FALSE,,0.319254653687354,128001,12877,2471,104586,4275,9585,4948,4607,0.486526461100703,suburban
1800690,3180,North Harrison Com School Corp,2021-08-04,2113,TRUE,2021-08-16,FALSE,,0.718284614253899,14669,2274,255,14095,31,26,305,212,0.168099700512028,rural
1800720,8445,MSD Bluffton-Harrison,2021-08-09,1642,TRUE,2021-08-27,FALSE,,0.769724793857952,8620,1842,213,8090,194,16,292,28,0.159572507831214,suburban
1800750,6460,MSD Boone Township,2021-08-11,1071,FALSE,,FALSE,,0.637846858238363,6195,1331,57,5597,0,10,547,41,0.143585819943892,suburban
1800840,1125,Clay Community Schools,2021-08-09,4052,TRUE,2021-08-19,FALSE,,0.779890408709765,25433,4191,392,24469,220,73,142,529,0.173432361945799,rural
1800900,5480,Bremen Public Schools,2021-08-11,1459,TRUE,2021-09-07,FALSE,,0.771519219714172,8751,952,487,7364,0,0,1387,0,0.166518571174693,rural
1800960,0670,Brown County School Corporation,2021-08-04,1713,FALSE,,FALSE,,0.670499205352761,15064,1796,453,14410,98,110,259,187,0.288951097891698,rural
1801020,3305,Brownsburg Community School Corp,2021-07-29,9477,FALSE,,FALSE,,0.640057489033766,45345,9229,1368,38299,3663,1252,1186,945,0.431543602067354,suburban
1801050,3695,Brownstown Cnt Com Sch Corp,2021-08-06,1488,TRUE,2021-09-20,FALSE,,0.813776380247946,9527,1685,233,9236,25,34,99,133,0.140653085680048,rural
1801060,3455,C A Beard Memorial School Corp,2021-08-04,1077,FALSE,,FALSE,,0.790634465598505,8109,1640,36,7789,59,0,142,119,0.201719947653767,rural
1812450,1405,Washington Community Schools,2021-08-05,2408,FALSE,,FALSE,,0.784696287357255,17638,2636,625,15074,619,0,1604,341,0.155725319006044,rural
1812720,5370,MSD Washington Township,2021-08-04,10888,TRUE,2021-07-01,FALSE,,0.292000285596479,93055,11857,3750,55549,22905,3887,7246,3468,0.516267876151247,suburban
1812810,5375,MSD Wayne Township,2021-07-28,16473,TRUE,2021-07-01,FALSE,,0.460201246357597,82441,15891,1501,43256,21942,1277,12920,3046,0.185846484659985,urban
1812870,7875,West Lafayette Com School Corp,2021-08-11,2316,TRUE,2021-07-01,FALSE,,0.311450105977438,30342,2849,612,20828,1018,6258,1257,981,0.701103672878596,suburban
1812880,5245,Frankton-Lapel Community Schools,2021-08-11,3049,FALSE,,FALSE,,0.726406043319087,12241,2322,118,11587,121,25,328,180,0.211323392357875,rural
1812900,6065,West Noble School Corporation,2021-08-13,2209,FALSE,,FALSE,,0.726377560504154,12675,2373,331,8695,15,80,3740,145,0.0888085710597651,rural
1812930,8220,West Washington School Corp,2021-08-05,911,TRUE,2021-09-07,FALSE,,0.764575994249789,5071,623,285,4960,0,38,55,18,0.0765738498789346,rural
1812990,0615,Western Boone Co Com Sch Dist,2021-08-10,1697,FALSE,,FALSE,,0.811928495049403,9744,1761,206,9570,1,28,77,68,0.28376759508835,rural
1813050,8355,Western Wayne Schools,2021-08-12,845,FALSE,,FALSE,,0.772956304063486,5584,878,63,5421,9,0,21,133,0.119969238656755,suburban
1813080,3030,Westfield-Washington Schools,2021-08-10,8443,TRUE,2021-08-17,FALSE,,0.63326240532632,43128,8474,1570,36890,1422,1572,2578,666,0.571376374730535,suburban
1800120,5265,Alexandria Community School Corp,2021-08-04,1590,TRUE,2021-08-08,FALSE,,0.722256119767583,8618,1350,120,8449,28,0,83,58,0.144099786640407,suburban
1810410,4325,South Knox School Corp,2021-08-10,1244,FALSE,,FALSE,,0.786668850907394,6249,1085,46,6120,0,60,42,27,0.20238379022646,rural
1810440,5255,South Madison Com Sch Corp,2021-08-05,4388,TRUE,2021-08-30,TRUE,2021-08-19,0.71435335295731,25827,5082,520,22951,1409,47,731,689,0.23246549208843,rural
1808160,7645,Northeast School Corp,2021-08-09,783,FALSE,,FALSE,,0.759934979101361,8472,1349,106,7958,109,35,205,165,0.116580310880829,rural
1808190,8375,Northeastern Wayne Schools,2021-08-11,1332,TRUE,2021-08-23,FALSE,,0.793113608105388,5773,1013,258,5574,45,13,106,35,0.142188718481934,rural
1808220,8435,Northern Wells Community Schools,2021-08-11,2446,FALSE,,FALSE,,0.792159717017854,15492,2374,322,14630,30,61,514,257,0.199981636213387,rural
1808250,0225,Northwest Allen County Schools,2021-08-11,7871,TRUE,2021-09-01,FALSE,,0.730759125739438,37176,7403,1636,33239,929,1071,971,966,0.396754732681506,suburban
1808280,3435,Shenandoah School Corporation,2021-08-03,1336,FALSE,,TRUE,2021-08-16,0.779492875935343,7056,1126,109,6817,18,127,45,49,0.194807729845793,suburban
1808310,7350,Northwestern Con School Corp,2021-08-03,1512,TRUE,2021-09-14,FALSE,,0.788184756294172,7386,1157,200,7062,3,0,86,235,0.251821224650522,rural
1808340,5625,Oak Hill United School Corp,2021-08-09,1674,FALSE,,FALSE,,0.808889541725394,7725,1409,73,7097,83,43,340,162,0.221704035874439,rural
1808460,7495,Oregon-Davis School Corp,2021-08-12,493,FALSE,,FALSE,,0.719080709812839,4375,595,35,3954,173,45,176,27,0.126751790719402,rural
1808490,6145,Orleans Community Schools,2021-08-04,864,FALSE,,FALSE,,0.798226331733765,4986,837,76,4909,0,0,50,27,0.110402781802376,rural
1808640,6155,Paoli Community School Corp,2021-08-04,1243,FALSE,,FALSE,,0.722938949300702,8781,1443,179,8653,23,71,20,14,0.104452628054905,rural
1808760,7175,Penn-Harris-Madison School Corp,2021-08-18,11488,TRUE,2021-08-25,FALSE,,0.600277930816805,62687,10346,2501,53205,2675,2846,2255,1706,0.379246972338721,suburban
1808820,5340,Perry Township Schools,2021-07-26,16835,TRUE,2021-08-19,FALSE,,0.612890354420375,100324,17087,2038,71701,6100,13761,6139,2623,0.27167456650867,suburban
1808850,5635,Peru Community Schools,2021-08-05,1952,FALSE,,FALSE,,0.732675839100979,13448,2247,39,11448,1019,91,489,401,0.132336897228889,urban
1808900,6445,Pike County School Corp,2021-08-11,1667,TRUE,2021-08-30,TRUE,2021-08-24,0.773993914234019,12378,2253,78,11923,109,111,115,120,0.141168369103638,rural
1808910,5350,MSD Pike Township,2021-08-03,10919,TRUE,2021-07-01,FALSE,,0.203419620261332,78041,12486,2538,26512,37016,1718,9947,2848,0.388446836726734,suburban
1808940,0775,Pioneer Regional School Corp,2021-08-11,960,TRUE,2021-09-07,FALSE,,0.797991228118883,5377,1146,116,4972,3,0,341,61,0.160483649354218,rural
1808970,3330,Plainfield Community School Corp,2021-08-04,5694,FALSE,,FALSE,,0.675875612832168,32443,5519,418,27193,2323,854,1245,828,0.310386965376782,suburban
1809000,6510,East Porter County School Corp,2021-08-11,2419,FALSE,,FALSE,,0.660933599390818,13272,2538,230,12039,101,44,945,143,0.236052456101356,rural
1809060,5485,Plymouth Community School Corp,2021-08-11,3431,TRUE,2021-08-19,FALSE,,0.662260581850911,19348,3462,399,15585,177,151,2918,517,0.233122115309395,rural
1809120,7150,John Glenn School Corporation,2021-08-11,2025,FALSE,,FALSE,,0.714889327610771,10142,1773,233,9876,8,36,145,77,0.179415239220319,rural
1809150,6550,Portage Township Schools,2021-08-11,7083,TRUE,2021-09-07,FALSE,,0.476193636429319,47230,8275,517,33924,3592,524,8034,1156,0.172466939983354,suburban
1809180,6520,Porter Township School Corp,2021-08-11,1469,FALSE,,FALSE,,0.628744256065283,9527,1600,138,8541,58,42,758,128,0.23532821330242,rural
1809300,4515,Prairie Heights Community Sch Corp,2021-08-11,1330,FALSE,,FALSE,,0.782922882513978,9635,1445,132,9018,19,0,385,213,0.142334224975363,rural
1809360,6630,West Central School Corp,2021-08-11,668,FALSE,,FALSE,,0.78866334182592,4604,800,20,4229,0,16,280,79,0.0925418569254186,rural
1809420,3815,Rensselaer Central School Corp,2021-08-12,1479,FALSE,,FALSE,,0.717573175904449,10421,1732,179,9562,108,72,567,112,0.16816374613459,rural
1809480,5705,Richland-Bean Blossom C S C,2021-08-11,2663,TRUE,2021-07-01,FALSE,,0.602122696188528,18460,3017,465,17729,156,186,50,339,0.303443169196594,suburban
1809510,8385,Richmond Community Schools,2021-08-11,4574,TRUE,2021-08-09,FALSE,,0.551300014506028,40909,5656,758,33868,3055,634,1795,1557,0.196364667115473,suburban
1800107,4915,Tri-Township Cons School Corp,2021-08-11,341,FALSE,,FALSE,,0.680930363512305,3024,470,20,2887,43,0,69,25,0.119362186788155,rural
1806480,3055,Sheridan Community Schools,2021-08-09,1037,FALSE,,FALSE,,0.796083813487114,6560,990,156,6448,0,6,19,87,0.187825299841593,suburban
1813110,4525,Westview School Corporation,2021-08-11,2144,TRUE,2021-08-06,FALSE,,0.818104556999027,20310,2429,1958,19953,0,13,125,219,0.0557053009883199,rural
1804560,4720,School Town of Highland,2021-08-11,3087,TRUE,2021-07-01,FALSE,,0.479824964792996,22581,3318,360,16966,1113,564,3482,456,0.286978661493695,suburban
1804590,4730,School City of Hobart,2021-08-18,3967,TRUE,2021-09-03,FALSE,,0.48073897507643,23196,4488,320,17799,864,354,3431,748,0.22784068723155,suburban
1804620,4590,River Forest Community Sch Corp,2021-08-18,1585,FALSE,,FALSE,,0.467259128087853,7008,1218,158,4560,171,36,2151,90,0.0639966094511549,suburban
1804710,3625,Huntington Co Com Sch Corp,2021-08-04,4977,FALSE,,FALSE,,0.762193325804159,36359,5872,593,34459,327,263,894,416,0.200727447140173,rural
1804770,5385,Indianapolis Public Schools,2021-08-02,22930,TRUE,2021-07-01,FALSE,,0.23735724232035,311214,48028,7506,140772,113736,4894,40067,11745,0.267117543755796,urban
1804800,6900,Jac-Cen-Del Community Sch Corp,2021-08-04,781,FALSE,,FALSE,,0.820056426121638,5104,1031,31,4961,5,23,57,58,0.0921248142644874,rural
1804980,3945,Jay School Corporation,2021-08-12,3020,FALSE,,FALSE,,0.74837520924811,20840,3877,366,19773,76,157,647,187,0.114005092761004,rural
1805190,4015,Jennings County School Corporation,2021-08-09,3975,FALSE,,FALSE,,0.766460576995848,27710,4592,392,26332,395,63,683,237,0.120135006855817,rural
1805280,3785,Kankakee Valley School Corp,2021-08-11,3230,FALSE,,FALSE,,0.737064980657275,20425,3600,484,18829,39,16,1237,304,0.133126711835087,rural
1805340,7525,Knox Community School Corp,2021-08-05,1765,FALSE,,FALSE,,0.717712491153422,10830,2042,135,10307,13,13,422,75,0.110426929392447,rural
1805370,3500,Kokomo School Corporation,2021-08-02,5645,FALSE,,FALSE,,0.587687674412437,44936,6933,553,36045,5234,282,1785,1590,0.158780998287563,suburban
1805400,7855,Lafayette School Corporation,2021-08-10,7781,TRUE,2021-07-01,FALSE,,0.486015997546323,58780,7783,1612,43953,4634,783,8063,1347,0.257712082262211,suburban
1805450,4615,Lake Central School Corporation,2021-08-10,9329,TRUE,2021-08-06,FALSE,,0.563868485271368,67453,9986,2042,53696,2466,1839,7674,1778,0.335875456951973,suburban
1805460,4650,Lake Ridge New Tech Schools,2021-08-18,1644,TRUE,2021-07-01,FALSE,,0.467311554246876,11413,1708,191,7514,1272,76,2098,453,0.0851063829787234,suburban
1805520,4535,Lakeland School Corporation,2021-08-10,1643,FALSE,,FALSE,,0.739440993613531,15518,2459,503,13677,62,8,1459,312,0.141626115166261,rural
1805550,4345,Wawasee Community School Corp,2021-08-12,2836,FALSE,,FALSE,,0.781767627924168,19616,2609,491,18005,23,48,1151,389,0.236460662003317,rural
1805580,4945,LaPorte Community School Corp,2021-08-11,6200,TRUE,2021-09-15,FALSE,,0.580765848696224,38118,6566,529,32208,1128,81,3878,823,0.190443293033967,rural
1805670,5330,MSD Lawrence Township,2021-08-03,15683,TRUE,2021-08-16,FALSE,,0.401158784510712,101171,15967,3714,60662,25457,1677,9527,3848,0.425205575319298,suburban
1805700,1620,Lawrenceburg Community School Corp,2021-08-04,2074,FALSE,,FALSE,,0.666933546722695,10839,1632,273,10275,239,18,266,41,0.212161980357864,suburban
1805790,0665,Lebanon Community School Corp,2021-08-05,3321,TRUE,2021-09-15,FALSE,,0.72350895807097,23727,3350,515,21971,501,99,780,376,0.331640866873065,suburban
1805880,1895,Liberty-Perry Community Sch Corp,2021-08-09,1214,FALSE,,FALSE,,0.670734618292651,6323,964,163,6033,2,0,143,145,0.148059830912638,rural
1805910,2950,Linton-Stockton School Corporation,2021-08-10,1351,TRUE,2021-09-01,FALSE,,0.770939777370053,8177,1176,163,7794,7,0,264,112,0.157314974182444,rural
1809720,1180,Rossville Con School District,2021-08-06,932,FALSE,,FALSE,,0.800038538575935,4720,882,245,4623,3,39,36,19,0.218312153796025,rural
1809750,6995,Rush County Schools,2021-08-04,1960,TRUE,2021-09-09,FALSE,,0.759987460803895,14416,2324,147,13805,271,19,208,113,0.12792667131613,rural
1809810,8205,Salem Community Schools,2021-08-05,1762,FALSE,,TRUE,2021-08-26,0.731086270597391,13134,1968,165,12627,26,5,161,315,0.145356371490281,rural
1809840,1940,Daleville Community Schools,2021-08-04,1010,FALSE,,FALSE,,0.719811777503463,3952,621,56,3833,26,2,59,32,0.206703910614525,rural
1809990,7230,Scott County School District 1,2021-08-03,1198,FALSE,,TRUE,2021-08-11,0.66906966190102,6450,1272,12,6245,0,0,57,148,0.0650367908853549,rural
1810020,7255,Scott County School District 2,2021-08-10,2686,FALSE,,FALSE,,0.702802450097502,17309,2066,820,16413,48,117,484,247,0.138291785860237,rural
1800212,0935,Borden-Henryville School Corporation,2021-08-02,1781,TRUE,2021-09-13,TRUE,2021-08-18,0.750207993031419,16719,2598,622,16096,123,0,241,259,0.256361433269863,rural
1800213,0945,Silver Creek School Corporation,2021-08-04,2799,TRUE,2021-09-07,TRUE,2021-08-23,0.685332856067734,12472,2369,358,10780,354,184,625,529,0.225131516021043,suburban
