zcta,downloadDate,cases
46037,2021-08-16,5369
47431,2021-08-23,
47467,2021-08-23,
47522,2021-08-23,
47536,2021-08-23,
46930,2021-08-23,
46957,2021-08-23,
46961,2021-08-23,
46967,2021-08-23,
47123,2021-08-23,
47162,2021-08-23,
47226,2021-08-23,
47524,2021-08-23,
47861,2021-08-23,
47866,2021-08-23,
47983,2021-08-23,
47994,2021-08-23,
46110,2021-08-23,
46125,2021-08-23,
46155,2021-08-23,
46290,2021-08-23,
46984,2021-08-23,
47016,2021-08-23,
47104,2021-08-23,
47114,2021-08-23,
47437,2021-08-23,
47574,2021-08-23,
47580,2021-08-23,
47654,2021-08-23,
47982,2021-08-23,
46144,2021-08-23,
46183,2021-08-23,
47263,2021-08-23,
47521,2021-08-23,
47551,2021-08-23,
47585,2021-08-23,
47966,2021-08-23,
47884,2021-08-23,
47924,2021-08-23,
47925,2021-08-23,
47969,2021-08-23,
46931,2021-08-23,
47116,2021-08-23,
47120,2021-08-23,
47351,2021-08-23,
46988,2021-08-23,
47010,2021-08-23,
47036,2021-08-23,
47270,2021-08-23,
46103,2021-08-23,
46348,2021-08-23,
46377,2021-08-23,
46379,2021-08-23,
47354,2021-08-23,
47386,2021-08-23,
47453,2021-08-23,
47528,2021-08-23,
47584,2021-08-23,
47597,2021-08-23,
47876,2021-08-23,
47943,2021-08-23,
46502,2021-08-23,
46771,2021-08-23,
46922,2021-08-23,
46968,2021-08-23,
47552,2021-08-23,
47576,2021-08-23,
47683,2021-08-23,
47836,2021-08-23,
46393,2021-08-23,
46595,2021-08-23,
46781,2021-08-23,
46786,2021-08-23,
47420,2021-08-23,
47455,2021-08-23,
47458,2021-08-23,
47519,2021-08-23,
47537,2021-08-23,
47590,2021-08-23,
47640,2021-08-23,
47849,2021-08-23,
46345,2021-08-23,
46376,2021-08-23,
46381,2021-08-23,
46537,2021-08-23,
47857,2021-08-23,
47942,2021-08-23,
47949,2021-08-23,
47964,2021-08-23,
47451,2021-08-23,
47465,2021-08-23,
47529,2021-08-23,
47578,2021-08-23,
47860,2021-08-23,
46111,2021-08-23,
46117,2021-08-23,
46127,2021-08-23,
47550,2021-08-23,
47568,2021-08-23,
47837,2021-08-23,
47855,2021-08-23,
46731,2021-08-23,
46799,2021-08-23,
46920,2021-08-23,
46943,2021-08-23,
47853,2021-08-23,
47863,2021-08-23,
47871,2021-08-23,
47880,2021-08-23,
47344,2021-08-23,
47361,2021-08-23,
47367,2021-08-23,
47381,2021-08-23,
47282,2021-08-23,
47335,2021-08-23,
47382,2021-08-23,
47388,2021-08-23,
47280,2021-08-23,
47325,2021-08-23,
47385,2021-08-23,193
47449,2021-08-23,
47525,2021-08-23,
47535,2021-08-23,
47575,2021-08-23,
47577,2021-08-23,
47955,2021-08-23,
47958,2021-08-23,
47981,2021-08-23,
46915,2021-08-23,
46759,2021-08-23,
46974,2021-08-23,149
47011,2021-08-23,
47017,2021-08-23,
47997,2021-08-23,
46045,2021-08-23,
46047,2021-08-23,
46063,2021-08-23,
47596,2021-08-23,
47612,2021-08-23,
47854,2021-08-23,
47881,2021-08-23,
47224,2021-08-23,
47616,2021-08-23,
47980,2021-08-23,
46104,2021-08-23,
46958,2021-08-23,
47160,2021-08-23,
47247,2021-08-23,
47337,2021-08-23,
47464,2021-08-23,
47869,2021-08-23,
47907,2021-08-23,
47916,2021-08-23,
46146,2021-08-23,
46508,2021-08-23,
46704,2021-08-23,
46946,2021-08-23,
47231,2021-08-23,
47264,2021-08-23,
47324,2021-08-23,
47360,2021-08-23,169
47345,2021-08-23,
47352,2021-08-23,
47515,2021-08-23,
47531,2021-08-23,
46791,2021-08-23,
46913,2021-08-23,
46959,2021-08-23,
46987,2021-08-23,
47967,2021-08-23,
46076,2021-08-23,167
46216,2021-08-23,228
46301,2021-08-23,
47110,2021-08-23,
47223,2021-08-23,
47234,2021-08-23,
47244,2021-08-23,
46950,2021-08-23,
47135,2021-08-23,
47147,2021-08-23,
47163,2021-08-23,161
47847,2021-08-23,
47859,2021-08-23,
47928,2021-08-23,186
47948,2021-08-23,
47142,2021-08-23,
47339,2021-08-23,
47342,2021-08-23,249
47369,2021-08-23,
46705,2021-08-23,180
46730,2021-08-23,
46794,2021-08-23,148
46798,2021-08-23,122
46985,2021-08-23,
47020,2021-08-23,
47023,2021-08-23,179
47030,2021-08-23,155
47561,2021-08-23,181
47588,2021-08-23,
47649,2021-08-23,
47833,2021-08-23,
46340,2021-08-23,
46365,2021-08-23,
46747,2021-08-23,275
47003,2021-08-23,
47708,2021-08-23,
47832,2021-08-23,
47841,2021-08-23,209
47929,2021-08-23,
47917,2021-08-23,
47921,2021-08-23,
47926,2021-08-23,
47940,2021-08-23,
47991,2021-08-23,
46039,2021-08-23,
46171,2021-08-23,152
46524,2021-08-23,193
47951,2021-08-23,208
47968,2021-08-23,
47992,2021-08-23,
46049,2021-08-23,
47427,2021-08-23,
47469,2021-08-23,186
47513,2021-08-23,198
47516,2021-08-23,
47840,2021-08-23,158
47858,2021-08-23,
47862,2021-08-23,167
47941,2021-08-23,
46990,2021-08-23,
47038,2021-08-23,104
47166,2021-08-23,
47281,2021-08-23,
46764,2021-08-23,
46766,2021-08-23,
46776,2021-08-23,
46788,2021-08-23,332
46133,2021-08-23,
46147,2021-08-23,332
46180,2021-08-23,
46763,2021-08-23,164
47145,2021-08-23,190
47230,2021-08-23,194
47272,2021-08-23,193
47273,2021-08-23,187
47387,2021-08-23,
47468,2021-08-23,
47470,2021-08-23,171
47514,2021-08-23,245
47541,2021-08-23,
47557,2021-08-23,
47846,2021-08-23,
47848,2021-08-23,188
47965,2021-08-23,
46057,2021-08-23,
46058,2021-08-23,357
46150,2021-08-23,
47357,2021-08-23,
47373,2021-08-23,238
47436,2021-08-23,134
47527,2021-08-23,256
46070,2021-08-23,275
46162,2021-08-23,
46175,2021-08-23,
46745,2021-08-23,254
47989,2021-08-23,
46068,2021-08-23,359
46105,2021-08-23,178
46156,2021-08-23,
46941,2021-08-23,
46986,2021-08-23,196
46991,2021-08-23,188
47115,2021-08-23,256
46165,2021-08-23,
46531,2021-08-23,
46571,2021-08-23,274
46702,2021-08-23,244
46760,2021-08-23,
46917,2021-08-23,212
46982,2021-08-23,251
47326,2021-08-23,127
47611,2021-08-23,
47619,2021-08-23,217
47631,2021-08-23,227
47637,2021-08-23,188
47141,2021-08-23,175
47175,2021-08-23,
47340,2021-08-23,227
47341,2021-08-23,192
46998,2021-08-23,
47034,2021-08-23,
47035,2021-08-23,
47434,2021-08-23,
47227,2021-08-23,126
47235,2021-08-23,177
47380,2021-08-23,153
47384,2021-08-23,243
46919,2021-08-23,284
47108,2021-08-23,187
47125,2021-08-23,139
47177,2021-08-23,
47930,2021-08-23,
47974,2021-08-23,
46017,2021-08-23,602
46035,2021-08-23,
47950,2021-08-23,
47977,2021-08-23,276
47995,2021-08-23,206
46030,2021-08-23,343
47459,2021-08-23,301
47471,2021-08-23,225
47558,2021-08-23,275
47613,2021-08-23,335
47564,2021-08-23,
47615,2021-08-23,149
46051,2021-08-23,309
46160,2021-08-23,664
47346,2021-08-23,411
47356,2021-08-23,702
47393,2021-08-23,134
47456,2021-08-23,
46056,2021-08-23,224
46065,2021-08-23,473
46149,2021-08-23,197
46374,2021-08-23,
46911,2021-08-23,
46939,2021-08-23,180
46960,2021-08-23,
46979,2021-08-23,696
46510,2021-08-23,327
46532,2021-08-23,171
46543,2021-08-23,327
46737,2021-08-23,781
47579,2021-08-23,410
47581,2021-08-23,286
47850,2021-08-23,243
47922,2021-08-23,258
47031,2021-08-23,611
47037,2021-08-23,414
47042,2021-08-23,517
47137,2021-08-23,
46120,2021-08-23,604
46130,2021-08-23,239
46172,2021-08-23,216
46182,2021-08-23,242
47635,2021-08-23,646
47809,2021-08-23,48
47952,2021-08-23,260
47959,2021-08-23,352
47024,2021-08-23,242
47118,2021-08-23,300
47283,2021-08-23,337
47305,2021-08-23,339
46779,2021-08-23,237
46785,2021-08-23,144
46787,2021-08-23,360
46910,2021-08-23,452
47805,2021-08-23,1618
46732,2021-08-23,346
46740,2021-08-23,242
46741,2021-08-23,339
46746,2021-08-23,469
47433,2021-08-23,384
47448,2021-08-23,697
47520,2021-08-23,277
47970,2021-08-23,240
47462,2021-08-23,542
47713,2021-08-23,1365
47946,2021-08-23,232
47975,2021-08-23,
47648,2021-08-23,691
47868,2021-08-23,201
47918,2021-08-23,739
46148,2021-08-23,577
46542,2021-08-23,573
46555,2021-08-23,338
46770,2021-08-23,328
46773,2021-08-23,459
46914,2021-08-23,418
46928,2021-08-23,523
46929,2021-08-23,404
46938,2021-08-23,351
47358,2021-08-23,
47523,2021-08-23,470
47532,2021-08-23,625
47598,2021-08-23,395
47432,2021-08-23,563
47512,2021-08-23,417
47633,2021-08-23,322
47634,2021-08-23,286
47327,2021-08-23,452
47338,2021-08-23,275
47355,2021-08-23,239
47406,2021-08-23,1522
47043,2021-08-23,589
47124,2021-08-23,495
47138,2021-08-23,435
47164,2021-08-23,340
47368,2021-08-23,318
47390,2021-08-23,467
47438,2021-08-23,427
47452,2021-08-23,526
47987,2021-08-23,445
46071,2021-08-23,369
46075,2021-08-23,813
46157,2021-08-23,423
46978,2021-08-23,228
46996,2021-08-23,712
47102,2021-08-23,763
47229,2021-08-23,360
47353,2021-08-23,650
47405,2021-08-23,111
47454,2021-08-23,883
47638,2021-08-23,533
46710,2021-08-23,608
46792,2021-08-23,501
46932,2021-08-23,449
47106,2021-08-23,557
47232,2021-08-23,250
47320,2021-08-23,465
47383,2021-08-23,288
47394,2021-08-23,1028
47553,2021-08-23,794
47665,2021-08-23,529
47838,2021-08-23,475
47874,2021-08-23,376
46504,2021-08-23,444
46554,2021-08-23,474
46573,2021-08-23,575
46590,2021-08-23,675
46940,2021-08-23,332
46962,2021-08-23,948
47022,2021-08-23,367
47143,2021-08-23,468
46933,2021-08-23,790
47032,2021-08-23,436
47040,2021-08-23,619
47041,2021-08-23,627
47954,2021-08-23,264
47993,2021-08-23,566
46001,2021-08-23,1232
46048,2021-08-23,216
46936,2021-08-23,875
46994,2021-08-23,366
47126,2021-08-23,518
47136,2021-08-23,528
47265,2021-08-23,2099
47334,2021-08-23,335
47336,2021-08-23,361
47359,2021-08-23,286
47885,2021-08-23,1151
46050,2021-08-23,164
46115,2021-08-23,189
46124,2021-08-23,928
46303,2021-08-23,1892
46390,2021-08-23,276
46501,2021-08-23,423
46538,2021-08-23,494
46320,2021-08-23,1580
46327,2021-08-23,1333
46346,2021-08-23,
46349,2021-08-23,355
46767,2021-08-23,1267
46772,2021-08-23,268
46819,2021-08-23,1048
46926,2021-08-23,199
46539,2021-08-23,231
46553,2021-08-23,515
46617,2021-08-23,1430
46742,2021-08-23,354
47933,2021-08-23,3632
47957,2021-08-23,156
47963,2021-08-23,190
47971,2021-08-23,232
47306,2021-08-23,130
47396,2021-08-23,891
47441,2021-08-23,1014
47567,2021-08-23,840
46777,2021-08-23,782
46783,2021-08-23,861
47060,2021-08-23,742
47165,2021-08-23,645
46565,2021-08-23,511
46574,2021-08-23,861
46635,2021-08-23,914
46701,2021-08-23,907
46371,2021-08-23,393
46391,2021-08-23,970
46392,2021-08-23,852
46406,2021-08-23,850
46711,2021-08-23,812
46723,2021-08-23,851
46738,2021-08-23,957
46809,2021-08-23,955
46113,2021-08-23,1954
46163,2021-08-23,1637
46164,2021-08-23,406
46166,2021-08-23,235
46201,2021-08-23,2822
46382,2021-08-23,234
46409,2021-08-23,578
46570,2021-08-23,
46562,2021-08-23,533
46616,2021-08-23,649
46721,2021-08-23,533
46807,2021-08-23,1814
47666,2021-08-23,
47710,2021-08-23,2497
47803,2021-08-23,2465
47879,2021-08-23,293
46161,2021-08-23,277
46511,2021-08-23,744
46536,2021-08-23,383
46619,2021-08-23,3031
46784,2021-08-23,266
46797,2021-08-23,420
46803,2021-08-23,1032
46805,2021-08-23,2741
47944,2021-08-23,447
46044,2021-08-23,354
46064,2021-08-23,1955
46106,2021-08-23,1058
47990,2021-08-23,200
46041,2021-08-23,3527
46118,2021-08-23,532
46167,2021-08-23,872
46989,2021-08-23,553
46992,2021-08-23,2236
47220,2021-08-23,624
47330,2021-08-23,653
46347,2021-08-23,474
46366,2021-08-23,578
46404,2021-08-23,1423
46408,2021-08-23,1324
47872,2021-08-23,958
47882,2021-08-23,977
46031,2021-08-23,224
46052,2021-08-23,2599
46121,2021-08-23,504
46126,2021-08-23,525
46181,2021-08-23,588
46202,2021-08-23,2384
47140,2021-08-23,268
47172,2021-08-23,2378
47243,2021-08-23,657
47246,2021-08-23,427
47018,2021-08-23,503
47240,2021-08-23,2490
47260,2021-08-23,169
47302,2021-08-23,2516
46765,2021-08-23,688
46774,2021-08-23,2100
46795,2021-08-23,612
46802,2021-08-23,1143
47639,2021-08-23,723
47725,2021-08-23,2936
47901,2021-08-23,366
47923,2021-08-23,469
47610,2021-08-23,751
47660,2021-08-23,582
47904,2021-08-23,2006
47932,2021-08-23,893
46534,2021-08-23,1196
46601,2021-08-23,646
46613,2021-08-23,1563
46748,2021-08-23,930
46814,2021-08-23,1907
46923,2021-08-23,1057
47167,2021-08-23,1559
47807,2021-08-23,1247
47348,2021-08-23,1155
47424,2021-08-23,884
47429,2021-08-23,814
47542,2021-08-23,1497
46402,2021-08-23,441
46552,2021-08-23,758
46556,2021-08-23,1780
46567,2021-08-23,1243
46373,2021-08-23,2055
46405,2021-08-23,1383
46506,2021-08-23,1274
46540,2021-08-23,1258
47842,2021-08-23,1235
47978,2021-08-23,1259
46107,2021-08-23,1417
46394,2021-08-23,1281
46186,2021-08-23,187
46205,2021-08-23,2787
46278,2021-08-23,921
46311,2021-08-23,2859
47122,2021-08-23,1248
47371,2021-08-23,1254
47446,2021-08-23,1052
47460,2021-08-23,1251
46407,2021-08-23,801
46550,2021-08-23,1459
46582,2021-08-23,1806
47670,2021-08-23,1919
46615,2021-08-23,1687
46714,2021-08-23,1776
46761,2021-08-23,1084
47001,2021-08-23,1148
46310,2021-08-23,1650
46403,2021-08-23,948
46507,2021-08-23,1254
46561,2021-08-23,1958
47117,2021-08-23,489
47129,2021-08-23,2387
47161,2021-08-23,436
47250,2021-08-23,2880
47421,2021-08-23,3377
47443,2021-08-23,
47562,2021-08-23,358
47715,2021-08-23,3840
47920,2021-08-23,290
46016,2021-08-23,1830
46062,2021-08-23,4359
46128,2021-08-23,217
47006,2021-08-23,1284
47012,2021-08-23,1063
47111,2021-08-23,1908
47119,2021-08-23,1293
46173,2021-08-23,1271
46231,2021-08-23,1354
46259,2021-08-23,1621
46341,2021-08-23,1223
46011,2021-08-23,1920
46012,2021-08-23,2009
46013,2021-08-23,1980
46228,2021-08-23,1490
47586,2021-08-23,1148
47601,2021-08-23,1924
47620,2021-08-23,1797
47804,2021-08-23,1455
46240,2021-08-23,1968
46250,2021-08-23,2047
46319,2021-08-23,2040
46637,2021-08-23,2136
47960,2021-08-23,1992
46036,2021-08-23,1384
46040,2021-08-23,1899
46055,2021-08-23,1705
46808,2021-08-23,2092
46818,2021-08-23,2568
46975,2021-08-23,1443
47112,2021-08-23,2365
46793,2021-08-23,408
46804,2021-08-23,3320
46825,2021-08-23,3615
46952,2021-08-23,2263
46356,2021-08-23,2366
46614,2021-08-23,3924
46743,2021-08-23,267
46750,2021-08-23,3498
46184,2021-08-23,1603
46217,2021-08-23,4600
46225,2021-08-23,640
46260,2021-08-23,3387
46816,2021-08-23,2158
46845,2021-08-23,3701
46901,2021-08-23,5108
46951,2021-08-23,184
46218,2021-08-23,2824
46221,2021-08-23,3027
46234,2021-08-23,3185
46256,2021-08-23,2382
47909,2021-08-23,5840
46069,2021-08-23,875
46072,2021-08-23,1181
46280,2021-08-23,720
46168,2021-08-23,4615
46204,2021-08-23,1330
46241,2021-08-23,3237
46268,2021-08-23,2674
46077,2021-08-23,3324
46158,2021-08-23,2651
46208,2021-08-23,2218
46214,2021-08-23,3037
47170,2021-08-23,1883
47501,2021-08-23,2270
47720,2021-08-23,2507
47834,2021-08-23,2313
46034,2021-08-23,834
46122,2021-08-23,2020
46176,2021-08-23,3582
46229,2021-08-23,3117
46304,2021-08-23,3173
46321,2021-08-23,2643
46324,2021-08-23,2720
46517,2021-08-23,4113
46135,2021-08-23,2266
46236,2021-08-23,2928
46312,2021-08-23,3390
46323,2021-08-23,2667
46528,2021-08-23,3948
46563,2021-08-23,3271
46580,2021-08-23,3200
46725,2021-08-23,2987
46703,2021-08-23,2411
46706,2021-08-23,2549
46733,2021-08-23,2403
46755,2021-08-23,2224
46239,2021-08-23,4014
46545,2021-08-23,3153
46628,2021-08-23,3388
47130,2021-08-23,5604
47150,2021-08-23,5526
47201,2021-08-23,4683
47203,2021-08-23,2915
47303,2021-08-23,2710
47374,2021-08-23,5280
47401,2021-08-23,2956
47404,2021-08-23,2202
47546,2021-08-23,3266
46322,2021-08-23,2762
46342,2021-08-23,4064
46375,2021-08-23,2877
46530,2021-08-23,4190
47408,2021-08-23,1816
47712,2021-08-23,3432
46074,2021-08-23,4493
46143,2021-08-23,7508
46970,2021-08-23,3055
47025,2021-08-23,3012
47274,2021-08-23,3742
47331,2021-08-23,2896
46203,2021-08-23,3824
46219,2021-08-23,3515
46220,2021-08-23,3596
46222,2021-08-23,3817
46131,2021-08-23,4197
46140,2021-08-23,5038
46142,2021-08-23,3917
46151,2021-08-23,3573
46806,2021-08-23,2986
46815,2021-08-23,3334
46947,2021-08-23,5051
46953,2021-08-23,2566
46224,2021-08-23,4208
46235,2021-08-23,3567
46237,2021-08-23,5437
46254,2021-08-23,4330
47711,2021-08-23,4150
47714,2021-08-23,4112
47802,2021-08-23,4944
47905,2021-08-23,5451
47304,2021-08-23,3173
47362,2021-08-23,4055
47403,2021-08-23,3032
47630,2021-08-23,5357
46514,2021-08-23,6035
46526,2021-08-23,5319
46544,2021-08-23,4017
46902,2021-08-23,4575
46368,2021-08-23,4727
46383,2021-08-23,4814
46385,2021-08-23,4936
46410,2021-08-23,4593
46038,2021-08-23,5332
46060,2021-08-23,5401
46112,2021-08-23,4823
46123,2021-08-23,5004
47591,2021-08-23,3022
46032,2021-08-23,5372
46226,2021-08-23,4322
46227,2021-08-23,7285
46307,2021-08-23,8453
46350,2021-08-23,5184
46360,2021-08-23,4863
46516,2021-08-23,5226
46835,2021-08-23,4428
47906,2021-08-23,9371
46033,2021-08-23,3805
46037,2021-08-23,5464
